string,n,frequency
christs and false,3,1
promised us protection,3,1
it is given,3,6
timely aid was,3,1
this continent and,3,1
above the glitter,3,1
anoint thine,2,1
and truth but there is,5,1
people shall dwell there but,5,1
watched and would,3,1
evil thou shalt not,4,2
from all sin,3,1
and among the daughters of,5,1
men of great,3,1
even as many,3,2
the tents while we,4,1
in consequence,2,2
as enoch,2,2
all his goods,3,1
of cattle,2,1
all things which alive all,5,1
not for our,3,1
something of,2,1
heaven and earth shall pass,5,1
one who possessed,3,1
pattern given by,3,1
presence of the,3,2
of wickedness and,3,2
unto no man until,4,1
had drawn away many after,5,1
there i first,3,1
of the ground made,4,2
all eternity,2,7
was pained that,3,1
adam who was,3,1
reigned upon the face,4,1
must join none of them,5,1
of great persecution,3,1
christ and,2,2
one time,2,1
will i give this land,5,1
priesthood unto all nations,4,1
and all that do,4,1
upon him in,3,1
knowledge in the day,4,1
and years and begat and,5,1
from the gods of and,5,1
it and great multitudes united,5,1
my back looking up into,5,1
firmament from the,3,1
and made themselves,3,1
out but was forbidden by,5,1
show them not,3,1
deliver me from,3,1
lighted and in,3,1
them safe and why it,5,1
unto cain his brother abel,5,1
their works and all,4,1
a voice dictated by,4,1
and your,2,1
good and he stood,4,1
cold but he that steadfast,5,1
and there came,3,3
in my tenth year or,5,1
did i get,3,1
sleep to fall upon adam,5,2
there is space there,4,1
administer the ordinances of the,5,1
for their own sins,4,1
floods that he,3,1
why it was that,4,1
rebelled not,2,1
deny revelations when his testimony,5,1
thy sake in,3,1
have thee and except,4,1
taken from man formed they,5,1
of the same he,4,1
bands and,2,1
the characters i refer to,5,1
them that curse thee and,5,1
christ all,2,1
and the power of the,5,1
was one day reading,4,1
imaginary ruin but to,4,1
and took unto,3,1
the earth both above and,5,1
prophet was christ but,4,1
glory be thine,3,1
and the fire to be,5,1
i made an attempt to,5,1
and again the lord said,5,1
not have,2,6
abound the love of men,5,1
to endure all,3,1
thee saying thou shalt,4,1
me and i did eat,5,1
fell upon adam which record,5,1
the earth be blessed even,5,1
remember that i,3,1
arrangements the messenger,3,1
heaven descended in a cloud,5,1
footstool and,2,1
and sought to destroy the,5,1
whole district of,3,1
away by the spirit,4,1
he is in the secret,5,1
in going to inquire,4,1
name of god,3,4
thou not well sin,4,1
unto the egyptians she,4,1
set time yea,3,1
day that god,3,1
sooner was it known,4,1
to the same order,4,2
life i shall,3,1
in the second year,4,1
being now enlightened we began,5,1
which shall not,3,1
the church and this,4,1
zeal manifested by the respective,5,1
spake unto adam,3,1
shortly after arose from,4,1
be as gods,3,1
adam taught these things,4,1
believe and repent of your,5,1
saying inasmuch,2,1
prophets until ye,3,1
called the book of,4,2
brethren have i said and,5,1
unto your children saying,4,1
was never in,3,1
days there shall also arise,5,1
satan knew,2,1
the attention of the great,5,1
he oliver the,3,1
beginning shall be in the,5,1
two spirits,2,3
he had before seen translated,5,1
of the day and,4,3
me up and take away,5,1
being of that lineage by,5,1
you the record of,4,1
honest true chaste benevolent virtuous,5,1
and his faithful,3,1
of worshiping almighty,3,1
be redeemed and all mankind,5,1
there and thy bosom,4,1
the of september after i,5,1
for mine elect sake,4,1
together,1,9
rivers shall turn from,4,1
something to,2,1
say unto you there,4,1
beginning and they,3,1
all men must,3,1
grave to answer,3,1
parties though,2,1
that men will,3,1
gathered,1,6
him unto death,3,1
of residence,2,1
him saying make an,4,1
so shall it be,4,1
against the baptists and,4,1
nor branch,2,1
light had made,3,1
afar off,2,3
they would rest,3,1
were finished and,3,2
zion was not,3,1
for as many,3,1
him with the great,4,1
this heart,2,1
are opened and in this,5,1
for thou also before,4,1
me henceforth and know that,5,1
a prince,2,1
buildings of the temple,4,1
of grace,2,5
of men which are and,5,1
i was forbidden,3,1
the name of the son,5,2
me by name,3,3
saying behold our father,4,1
to serve the,3,1
prophesied concerning the rise of,5,1
have the right of priesthood,5,1
his own voice and by,5,1
written upon,2,1
god i retired to the,5,1
this confession no one need,5,1
but only,2,1
country seemed affected,3,1
that she should,3,1
of pharaoh king of,4,3
him his,2,1
said unto me abraham,4,3
artificer in,2,1
have all things made manifest,5,1
that arose against me almost,5,1
on the west,3,2
came to myself again i,5,1
field before it was in,5,2
and one shall be,4,1
vision i happened to,4,1
and be baptized,3,5
atoned,1,1
vengeance to fulfil,3,1
tempt me,2,1
manchester in,2,1
see the son,3,1
we were at home,4,1
exhausted as to render me,5,1
obeying honoring and,3,1
and made an,3,1
up to him and,4,1
always be,2,1
had put,2,1
also a god like unto,5,1
priest of was also,4,1
singularity of the scene and,5,1
him saying behold we,4,1
the month,2,2
true,1,8
persecution still,2,1
he brought in upon the,5,1
fathers have i kept even,5,1
to live,2,1
messiah i,2,2
commanded them that,3,1
unto him whose name was,5,1
sixty and,2,1
until which time i had,5,1
send forth out of the,5,1
my tabernacle and it shall,5,1
and each land was,4,1
right shall continue in,4,1
prudence over all the thine,5,1
things connected with,3,1
the record,2,2
his own hand but upon,5,1
ye not understand them,4,1
the lord smiled,3,1
to do and that my,5,1
unusual excitement on the,4,1
presbyterian and some for the,5,1
thereof shall go forth,4,1
in relation both to myself,5,1
to pursue my common,4,1
the world and men before,5,1
earth nor men with,4,1
that we were in,4,1
and live,2,1
ordained us,2,1
was the moon and the,5,1
upon moses therefore moses,4,1
do on this wise let,5,1
of myself so,3,1
having a form of godliness,5,1
and imperfections when on,4,1
and also thou art just,5,1
to him when he took,5,1
thy dispelled,2,1
surely the flocks of my,5,1
virtue they would not,4,1
greatly so powerful was the,5,1
put the man whose,4,1
her seed and he,4,1
mind satisfied so,3,1
entirely disappeared and the room,5,1
be preached in all,4,1
ordained to,2,1
see that ye be not,5,1
book of remembrance,3,2
creations which i,3,2
as in the blaze,4,1
abraham these two,3,1
the water after we had,5,1
land and utterly destroyed them,5,1
eyes with clay and wash,5,1
now behold,2,3
divided the light from the,5,1
wickedness and vengeance,3,2
will refer you,3,1
our work which,3,2
another like unto,3,1
receive this gospel,3,1
field the one,3,1
of heaven to the other,5,1
ham and it was after,5,1
might bring,2,1
that the man should be,5,2
of all we know even,5,1
seed to you it,4,1
this prophecy adam spake,4,1
the generations of adam,4,1
the name of god for,5,2
there and received instruction,4,1
of god and it is,5,1
eyes can not,3,1
laid his hands upon us,5,1
of the same,3,2
of the ten,3,1
heathen in offering,3,1
hand against thee,3,1
of god for because of,5,1
preachers who was very active,5,1
themselves death,2,1
from ham,2,1
his presence for in,4,1
man on the earth,4,1
excitement however,2,1
admonition,1,1
visit them and to destroy,5,1
why is it that,4,2
a light and,3,3
wherefore i will make an,5,1
to be desired to make,5,1
he was moved upon,4,1
the place where the,4,2
and lo i am with,5,1
from the way it reads,5,1
coming of,2,6
rib which the gods had,5,1
begat methuselah,2,1
than many,2,1
of them and many,4,1
have sought their own,4,1
or there believe him,4,1
in heaven,2,4
make man in,3,1
fowl after their kind,4,1
earth brought forth,3,1
turned their hearts to the,5,1
he shall plant,3,1
and commanded me,3,2
clear day early in,4,1
they put the man whose,5,1
ghost which record of the,5,2
name was moroni,3,1
faiths expressed at the,4,1
he has them in,4,1
of every tree of,4,3
have i prepared,3,1
and the room was left,5,1
and his hand,3,1
ark and that the,4,1
he had drawn,3,1
showed enoch all,3,1
pass that zion was,4,1
will reveal unto,3,1
any certain conclusion who,4,1
and he sought,3,1
himself now for this,4,1
time appointed,2,1
land was good and,4,1
there was a secret,4,1
sins shall be upon,4,1
men indeed we,3,1
book which thou shalt,4,1
jared lived after,3,1
was without beginning of days,5,1
commanded thee that,3,1
him as pertaining,3,1
afterward,1,2
had said that when,4,1
my state,2,1
of the said,3,1
us make man in our,5,1
out that there,3,1
in the beginning of,4,1
are they unto man but,5,1
lo here,2,2
to adore in that day,5,1
should give unto him,4,1
thy countenance fallen,3,1
me with the vision of,5,1
took lot,2,1
brightness and,2,1
place relative to,3,1
ordered until they,3,1
this and it pleased him,5,1
and she also bare,4,1
the son from henceforth,4,1
that i created,3,2
of the vision and commandments,5,1
then shed its,3,1
and sin never,3,1
god sent his angel to,5,1
workmanship of mine,3,5
coming in,2,1
the almighty god by mine,5,1
in the ensuing month,4,1
the earth and the sun,5,1
misery and wept and stretched,5,1
strange gods men,3,1
transgressions and be baptized,4,1
but my people will i,5,1
pocket and gave it,4,1
came up before,3,1
was a voice speaking,4,1
it unto,2,4
is the genealogy of,4,1
every winged fowl after his,5,1
opened and,2,3
all men the same,4,1
these men began to,4,1
every,1,46
another fact above,3,1
greater light to,3,2
not only lightly but with,5,1
the from the,3,1
so likewise mine elect when,5,1
hands because of,3,1
to receive,2,2
thou commanded in the name,5,1
contest about,2,1
sects understood,2,1
lord i am angry,4,1
and judgment,2,1
of god was upon,4,1
heart to do but what,5,1
organization that existed in,4,1
every plant,2,2
face and,2,4
children that all,3,1
down and form,3,1
his own hand but,4,1
me and i in,4,1
bosom and from thence went,5,1
and receive,2,1
name of my god for,5,1
cut off,2,3
not make it,3,1
coming up,2,1
writing the,2,1
this prophecy adam spake as,5,1
it were a,3,1
that if i should let,5,1
we believe in being honest,5,1
open thy mouth,3,1
servants thy fathers have i,5,1
the waters under the,4,2
and except thou,3,1
during,1,3
by holy,2,1
of secret works,3,1
enos and,2,2
and lived one,3,1
upon the mountains and upon,5,1
after we had been baptized,5,1
noah that i,3,1
conferred upon me from,4,1
the royal descent directly from,5,1
people will i preserve,4,1
another and he told me,5,1
messenger had said that when,5,1
zion to thine,3,1
wisdom of,2,1
reckoning of time shall,4,1
others said,2,1
continuous labor were,3,1
palmyra ontario now,3,1
the sound of a,4,1
them that had,3,1
not yet translated and,4,1
that were organized before the,5,1
power and it,3,1
this third visit he again,5,1
bring to,2,1
god unto the fathers concerning,5,1
her thousand tongues,3,1
and the rocks were,4,1
gods took the man and,5,1
the temple as,3,1
the light for it was,5,1
which was called and dwelt,5,1
continuing to,2,1
his reckoning,2,1
counsel which was had,4,1
many great ones which were,5,1
that it was needful for,5,1
the unseen world who,4,1
dust a living,3,1
he was conversing,3,1
had been threatened with being,5,1
enoch beheld angels descending out,5,1
but soon became general,4,1
met with a,3,1
and my soul shall live,5,1
cattle and to,3,1
sometime in this,3,1
saying the lord which spake,5,1
words unto me,3,1
but the lord was with,5,1
name in a strange land,5,1
sometimes associated,2,1
of misery and woe,4,1
ask of god,3,5
shine in the faces of,5,1
the particles of the,4,1
the presbyterians were most,4,1
down and he,3,1
your children saying that,4,1
in its current the giddy,5,1
artificer,1,1
god and i know thee,5,1
his preaching unto the people,5,1
that place precisely in,4,1
kneeled,1,1
i was answered that,4,1
the holy ghost but that,5,1
the father of his lies,5,1
place of the,3,1
when they hearken to,4,1
and begat a son,4,2
told me of the works,5,1
increase and,2,1
desired to make her,4,1
name of which shall,4,1
strive with man for he,5,1
mother and shall cleave unto,5,2
surrounded us on,3,1
scarcely done,2,1
hands they,2,1
have found thee thou,4,1
eating and,2,2
for all i have,4,1
the days of adam after,5,1
blessed the name,3,1
void for,2,1
who sent to,3,1
scripture come with more,4,1
i would offend,3,1
