string,n,frequency
the borders of,3,21
vessel parted asunder,3,1
their spoil to prescott from,5,1
by broke a,3,1
britain was a grievous,4,1
the arts of warfare and,5,1
and inflamed,2,1
ships cf,2,1
moreover the wickedness which had,5,1
would make a,3,1
there were lying prophets among,5,1
down in his,3,1
now the black,3,1
of columbia returned to their,5,1
his wise,2,1
of britain heard the,4,1
the so they drew,4,1
of columbia beheld the,4,1
the king came forth again,5,1
name was downs he made,5,1
in the strength of their,5,1
the men of britain the,5,1
words of his,3,1
moreover as,2,3
and demanded certain foolish,4,1
hampton sent one of,4,1
the philistines even sampson was,5,1
sword of jackson spread,4,1
that followed,2,2
are not the mighty ships,5,1
blew with great,3,1
employed in what his,4,1
gallant,1,31
messenger to the,3,1
which still animates me ye,5,1
vexation neither,2,1
powers of,2,5
the coast returned home,4,1
the gallant casein were hemmed,5,1
the eleventh month he arrived,5,1
and get into,3,1
and were preserved on pieces,5,1
to the mast of,4,1
hundred two,2,13
fulton but,2,1
of the sick,3,1
entrapped at by the cunning,5,1
now received much praise,4,1
to day it hath pleased,5,1
officer whose name was,4,1
ships he,2,1
the plains of mac nigh,5,1
little fewer than,3,1
deserts,1,1
sorrow for,2,2
the people sought,3,1
fire and burst forth,4,1
from the fleet and came,5,1
days before they went,4,1
another small,2,1
against them with desperation for,5,1
treaty was confirmed at washington,5,1
balls of heavy metal that,5,1
great rejoicings in the,4,2
even among,2,1
old and weak,3,1
into the air with an,5,1
dependencies in a state,4,1
columbia abundantly,2,1
brought away was,3,1
fashion of,2,3
before the men,3,2
lake ontario essayed,3,1
for six strong vessels of,5,1
delighted,1,1
the king captains albeit he,5,1
mute they gaped,3,1
so the king fitted out,5,1
ripley and and all,4,1
they sue for peace,4,1
dealt,1,2
more terrible than the,4,1
where he corked up,4,1
rush upon these,3,1
barbarians but,2,1
and wounded them in,4,1
on the same,3,5
the place called french mills,5,1
the eighth month that one,5,1
us the black dust,4,1
then shall thy name be,5,1
they might see whether,4,1
as wax before the fire,5,1
evils increase,2,1
ten and of the men,5,1
of history there were,4,1
to fight the battles,4,1
unto him i refuse,4,1
the indian prophets,3,1
from the bowels of,4,1
swallowed up the,3,1
not prevail,2,2
town of patterson where,4,1
of britain arrayed,3,1
departure was about five thousand,5,1
waters thereof were with,4,1
columbia at french mills near,5,1
to meet them,3,3
their cymbals and their noisy,5,1
them and they refused to,5,1
was about one,3,2
they became,2,4
and they shall be as,5,1
third day arrived,3,1
his evil,2,1
towards heights and,3,1
depart to,2,4
into their entrenchments and strong,5,1
tigress captured frigate,3,1
he had left,3,1
and the engines of destruction,5,1
miller and the captain,4,1
even an hundred sixty and,5,1
they are like,3,1
islands of the,3,1
the sons of,3,10
push their armies,3,1
years have,2,1
were a,2,5
soldiers undisciplined and fresh,4,1
burning and pillaging,3,1
massacred that day,3,1
king so they began,4,1
they possession,2,1
johnson fell,2,1
governor touching the matter,4,1
when their noises were,4,1
one of the right hand,5,1
the movement of their squadrons,5,1
day were about five hundred,5,1
porter three valiant captains of,5,1
men of britain heard those,5,1
chauncey neither came,3,1
them like sheep,3,1
place called nantucket in,4,1
and their counsellors rose up,5,1
of harrison with whom,4,1
nigh unto the lakes of,5,1
first cruise capture,3,1
the sick the wounded and,5,1
and that they knew to,5,1
unto us,2,7
that a certain small,4,1
to fortify the,3,1
and tigress captured frigate adams,5,1
with the torpedoes to drive,5,1
no avail he divided,4,1
men of columbia the,4,2
passed away,2,2
and ere were much,4,1
of one of,3,3
it was accepted,3,1
on your swords,3,1
destroyed her,2,2
the warriors of,3,7
so they fled towards,4,1
rest yea these are,4,1
who fell into,3,1
columbia in bondage many,4,1
the had five,3,1
the british tender eagle,4,1
went in,2,1
cry of the,3,1
their loud pealing bells,4,1
levant but,2,1
parted asunder upon,3,1
on the the,3,1
of the fourth,3,3
unto one another,3,1
few days before they went,5,1
listened,1,1
against claiborne but,3,1
brought with them their bodily,5,1
now therefore shall we,4,1
the clouds,2,1
of war which art,4,1
after he left the,4,1
go in the against some,5,1
their natures were softened,4,1
the country of columbia,4,3
went to,2,3
so harrison made a,4,1
upon the men who,4,1
they came nigh,3,4
without with pitch after the,5,1
but this was the,4,1
of the conquerors and,4,1
the south more than eight,5,1
who had accompanied his father,5,1
in the slate of,4,1
it news of it,4,1
liberty is the star of,5,1
of britain and though willing,5,1
than the elephant,3,1
thunders vomiting forth fire and,5,1
their thunders about the eleventh,5,1
of the states of,4,5
from fort george and the,5,1
a mighty army of,4,1
treason and that he should,5,1
the free people of columbia,5,1
it was on the,4,1
lake from the one end,5,1
britain was fixed,3,1
moreover there were,3,2
first day of,3,7
danced upon,2,1
written ye shall know,4,1
was and the governor of,5,1
returned to his own,4,2
eight,1,18
fleet on the waters,4,1
went up,2,1
by the hornet captain,4,1
from our,2,2
a stranger,2,2
they took their destroying,4,1
heard along the lake,4,1
five hundred pieces of silver,5,2
and about four hundred,4,2
moderation when the cry of,5,1
join themselves with and,4,1
the sun when he came,5,1
strengthened her,2,1
and riot and your shall,5,1
the decree of,3,4
and committed like evils,4,1
shore for safety for the,5,1
had been sick many,4,1
and he put the army,5,1
on the hosts,3,1
to day it hath,4,1
of the wilderness stain the,5,1
gently over it,3,1
of these will we make,5,1
the captives that fall into,5,1
the term,2,2
was a prudent man and,5,1
and potentates of the,4,1
the joy of every heart,5,1
called tire peacock commanded,4,1
we have the destroying,4,1
and more than an,4,1
britain and upon the,4,1
the good of their,4,1
the east as it had,5,1
noah the ninth descendant from,5,1
called the caroline,3,1
with thirty of the,4,1
city containing therein about,4,1
preach the gospel,3,1
was fought hard by,4,2
score and ten wounded,4,1
their thunders against the approaching,5,1
prepared for them and,4,2
so the host of britain,5,1
her daughter and her,4,1
that fell into,3,2
that the from,3,1
being translated,2,1
came a band,3,1
and they accounted,3,1
whose army,2,1
columbia without ransom who,4,1
engines to utter their voices,5,1
and get them into their,5,1
leaving nine of,3,1
had they had,3,1
people of columbia and,4,6
seven years,2,1
by the prince regent on,5,1
on will be with you,5,1
spirit of the youthful perry,5,1
done unto the captain thereof,5,1
of the states in,4,1
called together,2,1
columbia for they,3,1
boats themselves after which,4,1
they drove the,3,1
the gallant porter,3,1
whole army of columbia,4,1
fleet on lake erie by,5,1
against the country of louisiana,5,1
patterson,1,5
was about seventy and five,5,1
same day she,3,1
year of,2,23
was chauncey spake well of,5,1
country of columbia was,4,1
borders of the,3,12
and a man of,4,3
against them be increased tenfold,5,1
ships and her mighty,4,1
to meet the evil,4,1
the vessels which were in,5,1
among you to go and,5,1
was after a strong ship,5,1
unto it,2,2
in whom the chief,4,1
and his same was lawrence,5,1
get thee now to,4,1
of seven hours even until,5,1
the river and put therein,5,1
noises of,2,1
valor,1,9
the soldiers of britain were,5,1
war of britain moved,4,1
of the king were hard,5,1
to convey the,3,1
britain they made,3,1
therefore the war continued,4,1
wasp was,2,1
great hudson,2,1
the noise of the destroying,5,2
of the avon,3,1
forests with wonderful speed,4,1
and their weapons,3,1
your judgment shall,3,1
spain trembled at the,4,1
jeroboam king,2,1
came nigh unto the capes,5,1
their prizes the men of,5,1
the evils which had befallen,5,1
and two score,3,3
retaliate,1,1
herbs and fruits of,4,1
columbia surpassed the wisdom of,5,1
vessels drew nigh,3,2
they brought the destroying,4,1
to put the match,4,1
of brave men mingle,4,1
brought them and landed,4,1
and jacob and his,4,1
thus was the,3,2
abundantly and,2,2
the great lake which,4,1
the vanity thereof,3,1
fire with about an,4,1
brock whose whole force,4,1
swift flying bird of the,5,1
year in,2,3
match to the black dust,5,6
year it,2,1
but freely offered his strength,5,1
wisdom of all,3,1
let two of,3,1
than the fleet of,4,2
the dying to the mercy,5,1
can not compel,3,1
men thus rendering good for,5,1
the sails,2,1
the heine were,3,1
made great lamentations over,4,1
perry squadron,2,1
saying even as,3,1
an handful,2,1
go forth against,3,2
men from the,3,4
the brig,2,2
him a blow with,4,1
george and erie,3,1
were used without mercy the,5,1
a man puffed,3,1
the people gave,3,2
now the chief governor of,5,1
accordingly it came to pass,5,2
roused up the,3,1
of the white men of,5,1
plunder whereupon a fishing,4,1
to meet the wise,4,1
sent forth from,3,1
imaginary,1,1
columbia went away,3,1
prisoners kindly,2,1
oar again broke,3,1
they might assist,3,1
no cowardice,2,1
prepared their boats,3,1
attack on by the,4,1
unto fort,2,1
girdle,1,1
well prepared to meet,4,1
west side of,3,1
the king was slain,4,1
be likened unto the deadly,5,1
and sounded their trumpets their,5,1
the king to their wits,5,1
qua non and which,4,1
besieged,1,1
spirit moving in secret and,5,1
drew back,2,2
the savage understanding,3,1
wilkinson sent a messenger,4,1
they returned with their,4,1
the men of britain saw,5,3
so that william,3,1
that carried rich,3,1
for his safe,3,1
hold them but,3,1
carolina and georgia,3,1
liberty and defy,3,1
death,1,27
into the head of a,5,1
now there had followed after,5,1
nigh unto the river,4,2
them and stopped the,4,1
from tennessee and,3,1
one another with a,4,1
bestir,1,2
after night did,3,1
against the british camp m,5,1
and the vessels of,4,4
of wellington was amongst,4,1
gulf,1,1
he come against,3,1
columbia were not dismayed but,5,1
north and,2,6
value,1,1
amidst the army of,4,1
were wroth against one another,5,1
dismayed for,2,1
rushed upon the,3,3
fell of the,3,7
the river and into,4,1
returned to their camp at,5,1
they hearkened not unto the,5,1
together his captains of,4,1
guns,1,6
assembled there to celebrate the,5,1
when the written,3,1
examined by the,3,1
was returning to,3,1
it reached the vessel and,5,1
they unto them silver or,5,1
fort george,2,11
fleet of britain which,4,1
good samaritan,2,1
and blood and slaughter,4,1
had taken and,3,1
shall surely,2,1
town and from,3,1
great lakes of,3,1
the hold after,3,1
were thirty and eight and,5,1
appeared upon the,3,2
destroy them as they fled,5,1
against army fleet against,4,1
the interpretation of the deeds,5,1
placed in the,3,2
fleet of britain save,4,1
he almost destroyed,3,1
brave men gained,3,1
the one thousand,3,9
he ordered her,3,1
words of his mouth,4,1
unto me,2,5
them together into,3,1
will refrain,2,1
chief force,2,1
friends of the land of,5,1
history of the,3,1
the vessels their flour,4,1
now about this time the,5,3
his judgment as,3,1
the seventh day,3,2
days he left some,4,1
conquer or,2,1
did he against,3,1
about both by,3,1
trees blossom,2,1
to halifax in,3,1
called nantucket in the,4,1
the brow,2,1
noises and the sound,4,1
sable sons,2,1
against the kingdom cf,4,1
and sailed from the haven,5,1
the great river euphrates its,5,1
continued his system of,4,1
year on,2,2
of hampton a chief,4,1
and he had contrived a,5,1
the place and she was,5,1
java and they,3,1
was amongst the slain a,5,1
offered to put his sword,5,1
forth in,2,1
